target_chembl,uniprot,gene_symbol,pref_name,protein_class,n_mols,metal_enzyme_risk
CHEMBL2086,P16389,KCNA2,Potassium voltage-gated channel subfamily A member 2,Voltage-gated potassium channel,9,0
CHEMBL5444,P07437,TUBB,Tubulin beta-5 chain,Structural protein,9,0
CHEMBL3962,Q16773,KYAT1,Kynurenine--oxoglutarate transaminase 1,Enzyme,9,0
CHEMBL3136,O14983,ATP2A1,Sarcoplasmic/endoplasmic reticulum calcium ATPase 1,Calcium ATPase,9,0
CHEMBL2251,Q9BTU6,PI4K2A,Phosphatidylinositol 4-kinase type 2-alpha,Transferase,9,0
CHEMBL3213,O60733,PLA2G6,85/88 kDa calcium-independent phospholipase A2,Enzyme,9,0
CHEMBL4278,Q9BZM2,PLA2G2F,Group IIF secretory phospholipase A2,Hydrolase,9,0
CHEMBL4520,Q9NY33,DPP3,Dipeptidyl peptidase 3,Metallo protease M49 family,9,0
CHEMBL5216,P11172,UMPS,Uridine 5'-monophosphate synthase,Enzyme,9,0
CHEMBL5516,Q8N2K0,ABHD12,Lysophosphatidylserine lipase ABHD12,Hydrolase,9,0
CHEMBL5814,P51659,HSD17B4,Peroxisomal multifunctional enzyme type 2,Oxidoreductase,9,0
CHEMBL5791,Q9HB03,ELOVL3,Very long chain fatty acid elongase 3,Transferase,9,0
CHEMBL5993,O15528,CYP27B1,"25-hydroxyvitamin D-1 alpha hydroxylase, mitochondrial",Cytochrome P450 27B1,9,0
CHEMBL6027,O14640,DVL1,Segment polarity protein dishevelled homolog DVL-1,Unclassified protein,9,0
CHEMBL1163106,P20794,MAK,Serine/threonine-protein kinase MAK,CMGC protein kinase MAK,9,0
CHEMBL1163127,Q6ZN16,MAP3K15,Mitogen-activated protein kinase kinase kinase 15,STE protein kinase ASK,9,0
CHEMBL1741191,P63279,UBE2I,SUMO-conjugating enzyme UBC9,Aminoacyltransferase,9,0
CHEMBL1741193,P83916,CBX1,Chromobox protein homolog 1,Chromodomain,9,0
CHEMBL1795103,Q9NPA2,MMP25,Matrix metalloproteinase-25,Metallo protease M10A subfamily,9,1
CHEMBL1795198,Q7RTN6,STRADA,STE20-related kinase adapter protein alpha,Unclassified protein,9,0
CHEMBL1932893,P42677,RPS27,Small ribosomal subunit protein eS27,Other cytosolic protein,9,0
CHEMBL1949490,P21741,MDK,Midkine,Secreted protein,9,0
CHEMBL2062354,P50747,HLCS,Biotin--protein ligase,Ligase,9,0
CHEMBL2364163,P01031,C5,Complement C5,Secreted protein,9,0
CHEMBL2417352,O60307,MAST3,Microtubule-associated serine/threonine-protein kinase 3,AGC protein kinase MAST family,9,0
CHEMBL3124734,P40189,IL6ST,Interleukin-6 receptor subunit beta,Membrane receptor,9,0
CHEMBL3286079,P50148,GNAQ,Guanine nucleotide-binding protein G(q) subunit alpha,Other membrane protein,9,0
CHEMBL3317333,Q8WVY7,UBLCP1,Ubiquitin-like domain-containing CTD phosphatase 1,Serine/threonine protein phosphatase,9,0
CHEMBL3588731,Q9H0E9,BRD8,Bromodomain-containing protein 8,Bromodomain,9,0
CHEMBL3603730,Q9Y286,SIGLEC7,Sialic acid-binding Ig-like lectin 7,Adhesion,9,0
CHEMBL3627592,Q6P2M8,PNCK,Calcium/calmodulin-dependent protein kinase type 1B,Transferase,9,0
CHEMBL3708585,Q04917,YWHAH,14-3-3 protein eta,Unclassified protein,9,0
CHEMBL3713913,Q9GZV9,FGF23,Fibroblast growth factor 23,Secreted protein,9,0
CHEMBL4105775,Q16819,MEP1A,Meprin A subunit alpha,Hydrolase,9,0
CHEMBL4295942,Q9H4M9,EHD1,EH domain-containing protein 1,Unclassified protein,9,0
CHEMBL4295971,Q9UBN4,TRPC4,Short transient receptor potential channel 4,Transient receptor potential channel,9,0
CHEMBL4296246,Q16526,CRY1,Cryptochrome-1,Unclassified protein,9,0
CHEMBL4523248,P59533,TAS2R38,Taste receptor type 2 member 38,Taste receptor (taste family GPCR),9,0
CHEMBL4523373,Q86UY6,NAA40,N-alpha-acetyltransferase 40,Transferase,9,0
CHEMBL4523506,Q9Y365,STARD10,START domain-containing protein 10,Unclassified protein,9,0
CHEMBL4879431,P20848,SERPINA2,Alpha-1-antitrypsin-related protein,Unclassified protein,9,0
CHEMBL5169131,P35475,IDUA,Alpha-L-iduronidase,Hydrolase,9,0
CHEMBL5169165,Q6PCT2,FBXL19,F-box/LRR-repeat protein 19,Unclassified protein,9,0
CHEMBL5169197,Q9H2H0,CXXC4,CXXC-type zinc finger protein 4,Transcription factor,9,0
CHEMBL5465257,O95817,BAG3,BAG family molecular chaperone regulator 3,Unclassified protein,9,0
CHEMBL5465278,Q15645,TRIP13,Pachytene checkpoint protein 2 homolog,Unclassified protein,9,0
CHEMBL5465328,Q8IUF8,RIOX2,Ribosomal oxygenase 2,Oxidoreductase,9,0
CHEMBL6066204,O60729,CDC14B,Dual specificity protein phosphatase CDC14B,Hydrolase,9,0
CHEMBL1846,P21817,RYR1,Ryanodine receptor 1,Ryanodine receptor,8,0
CHEMBL3867,P40394,ADH7,All-trans-retinol dehydrogenase [NAD(+)] ADH7,Oxidoreductase,8,0
CHEMBL3093,P27708,CAD,Multifunctional protein CAD,Enzyme,8,0
CHEMBL2546,P30519,HMOX2,Heme oxygenase 2,Oxidoreductase,8,0
CHEMBL4232,P19623,SRM,Spermidine synthase,Transferase,8,0
CHEMBL3363,Q08188,TGM3,Protein-glutamine gamma-glutamyltransferase E,Protein-glutamine glutamyl-transferase,8,0
CHEMBL3219,P19835,CEL,Bile salt-activated lipase,Hydrolase,8,0
CHEMBL2375,P28476,GABRR2,Gamma-aminobutyric acid receptor subunit rho-2,GABA-A receptor,8,0
CHEMBL4046,Q14643,ITPR1,"Inositol 1,4,5-trisphosphate-gated calcium channel ITPR1",IP3 receptor,8,0
CHEMBL3682,P56199,ITGA1,Integrin alpha-1,Membrane receptor,8,0
CHEMBL5019,P30043,BLVRB,Flavin reductase (NADPH),Oxidoreductase,8,0
CHEMBL5172,Q8NFI3,ENGASE,Cytosolic endo-beta-N-acetylglucosaminidase,Hydrolase,8,0
CHEMBL5405,Q86UX6,STK32C,Serine/threonine-protein kinase 32C,AGC protein kinase YANK family,8,0
CHEMBL5548,Q8NFJ6,PROKR2,Prokineticin receptor 2,Prokineticin receptor,8,0
CHEMBL6168,O95870,ABHD16A,Phosphatidylserine lipase ABHD16A,Hydrolase,8,0
CHEMBL1075113,O15455,TLR3,Toll-like receptor 3,Toll-like and Il-1 receptors,8,0
CHEMBL1075121,O75884,RBBP9,Serine hydrolase RBBP9,Hydrolase,8,0
CHEMBL1075153,O14763,TNFRSF10B,Tumor necrosis factor receptor superfamily member 10B,Membrane receptor,8,0
CHEMBL1287624,Q8NA19,L3MBTL4,Lethal(3)malignant brain tumor-like protein 4,MBT domain,8,0
CHEMBL1671612,P14927,UQCRB,Cytochrome b-c1 complex subunit 7,Transmembrane 1-electron transfer carriers,8,0
CHEMBL2034804,P59538,TAS2R31,Taste receptor type 2 member 31,Taste receptor (taste family GPCR),8,0
CHEMBL2062357,Q9UH92,MLX,Max-like protein X,Unclassified protein,8,0
CHEMBL3308919,P49638,TTPA,Alpha-tocopherol transfer protein,Unclassified protein,8,0
CHEMBL3321651,Q9BPV8,P2RY13,P2Y purinoceptor 13,Family A G protein-coupled receptor,8,0
CHEMBL3337330,Q9BXM7,PINK1,"Serine/threonine-protein kinase PINK1, mitochondrial",Protein Kinase,8,0
CHEMBL3414416,Q96PN8,TSSK3,Testis-specific serine/threonine-protein kinase 3,CAMK protein kinase TSSK family,8,0
CHEMBL3621022,P02511,CRYAB,Alpha-crystallin B chain,Unclassified protein,8,0
CHEMBL3707462,Q9UBB5,MBD2,Methyl-CpG-binding domain protein 2,Methyl-CpG-binding domain,8,0
CHEMBL4105810,Q92608,DOCK2,Dedicator of cytokinesis protein 2,Unclassified protein,8,0
CHEMBL4105866,Q8TB45,DEPTOR,DEP domain-containing mTOR-interacting protein,Unclassified protein,8,0
CHEMBL4105932,Q76MJ5,ERN2,Serine/threonine-protein kinase/endoribonuclease IRE2,Transferase,8,0
CHEMBL4523197,P20749,BCL3,B-cell lymphoma 3 protein,Unclassified protein,8,0
CHEMBL4523219,P35568,IRS1,Insulin receptor substrate 1,Unclassified protein,8,0
CHEMBL4523229,P46091,CMKLR2,Chemerin-like receptor 2,Family A G protein-coupled receptor,8,0
CHEMBL4523295,Q14749,GNMT,Glycine N-methyltransferase,Transferase,8,0
CHEMBL4523401,Q8NFU5,IPMK,Inositol polyphosphate multikinase,Transferase,8,0
CHEMBL4523428,Q96FW1,OTUB1,Ubiquitin thioesterase OTUB1,Hydrolase,8,0
CHEMBL5169156,Q5W0Z9,ZDHHC20,Palmitoyltransferase ZDHHC20,Transferase,8,0
CHEMBL5169170,Q7LFL8,CXXC5,CXXC-type zinc finger protein 5,Unclassified protein,8,0
CHEMBL5465273,O00469,PLOD2,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2",Oxidoreductase,8,0
CHEMBL5465326,Q86W50,METTL16,RNA N(6)-adenosine-methyltransferase METTL16,Transferase,8,0
CHEMBL5465334,Q8NG06,TRIM58,E3 ubiquitin-protein ligase TRIM58,Transferase,8,0
CHEMBL2066,P63316,TNNC1,"Troponin C, slow skeletal and cardiac muscles",Other cytosolic protein,7,0
CHEMBL1807,P05023,ATP1A1,Sodium/potassium-transporting ATPase subunit alpha-1,Sodium potassium ATPase,7,0
CHEMBL1810,P34981,TRHR,Thyrotropin-releasing hormone receptor,Neuropeptide receptor,7,0
CHEMBL4712,O60906,SMPD2,Sphingomyelin phosphodiesterase 2,Phosphodiesterase,7,0
CHEMBL2469,Q9BZX2,UCK2,Uridine-cytidine kinase 2,Transferase,7,0
CHEMBL2076,P09455,RBP1,Retinol-binding protein 1,Fatty acid binding protein family,7,0
CHEMBL3708,P49810,PSEN2,Presenilin-2,Presenilin ER Ca2+ leak channel family,7,0
CHEMBL2505,Q15257,PTPA,Serine/threonine-protein phosphatase 2A activator,Protein phosphatase regulatory subunit,7,0
CHEMBL2519,Q14697,GANAB,Neutral alpha-glucosidase AB,Hydrolase,7,0
CHEMBL5100,Q16719,KYNU,Kynureninase,Hydrolase,7,0
CHEMBL3525,P26006,ITGA3,Integrin alpha-3,Membrane receptor,7,0
CHEMBL3955,P08648,ITGA5,Integrin alpha-5,Membrane receptor,7,0
CHEMBL2270,P31323,PRKAR2B,cAMP-dependent protein kinase type II-beta regulatory subunit,Protein kinase regulatory subunit,7,0
CHEMBL3011,Q07001,CHRND,Acetylcholine receptor subunit delta,Nicotinic acetylcholine receptor delta subunit,7,0
CHEMBL4443,P51993,FUT6,4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase FUT6,Transferase,7,0
CHEMBL4384,P15291,B4GALT1,"Beta-1,4-galactosyltransferase 1",Enzyme,7,0
CHEMBL5049,Q9Y5L3,ENTPD2,Ectonucleoside triphosphate diphosphohydrolase 2,Hydrolase,7,0
CHEMBL5991,P31944,CASP14,Caspase-14,Cysteine protease C14A subfamily,7,0
CHEMBL1250415,P06865,HEXA,Beta-hexosaminidase subunit alpha,Hydrolase,7,0
CHEMBL1909482,P31947,SFN,14-3-3 protein sigma,Unclassified protein,7,0
CHEMBL2146342,Q9UM81,PTPsigma,PTPsigma-(Brain),Unclassified protein,7,0
CHEMBL2362981,Q13148,TARDBP,TAR DNA-binding protein 43,Unclassified protein,7,0
CHEMBL2375207,P26572,MGAT1,"Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",Transferase,7,0
CHEMBL3351219,P24855,DNASE1,Deoxyribonuclease-1,Hydrolase,7,0
CHEMBL3407312,Q13118,KLF10,Krueppel-like factor 10,Transcription factor,7,0
CHEMBL3596074,Q11201,ST3GAL1,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1",Transferase,7,0
CHEMBL3627581,Q6P5Z2,PKN3,Serine/threonine-protein kinase N3,AGC protein kinase PKN family,7,0
CHEMBL3638327,P52565,ARHGDIA,Rho GDP-dissociation inhibitor 1,Unclassified protein,7,0
CHEMBL4295740,P29992,GNA11,Guanine nucleotide-binding protein subunit alpha-11,Other membrane protein,7,0
CHEMBL4295922,Q96AE4,FUBP1,Far upstream element-binding protein 1,Transcription factor,7,0
CHEMBL4295926,Q96JB6,LOXL4,Lysyl oxidase homolog 4,Oxidoreductase,7,0
CHEMBL4680043,Q9UKV8,AGO2,Protein argonaute-2,Hydrolase,7,0
CHEMBL4739699,Q92915,FGF14,Fibroblast growth factor 14,Secreted protein,7,0
CHEMBL4879430,P0C870,JMJD7,Bifunctional peptidase and (3S)-lysyl hydroxylase JMJD7,Oxidoreductase,7,0
CHEMBL5291568,Q9H4L4,SENP3,Sentrin-specific protease 3,Hydrolase,7,0
CHEMBL5465263,Q9NZI8,IGF2BP1,Insulin-like growth factor 2 mRNA-binding protein 1,Unclassified protein,7,0
CHEMBL5465266,Q96AC1,FERMT2,Fermitin family homolog 2,Unclassified protein,7,0
CHEMBL5724588,Q695T7,SLC6A19,Sodium-dependent neutral amino acid transporter B(0)AT1,Unclassified protein,7,0
CHEMBL5724772,Q9ULV8,CBLC,E3 ubiquitin-protein ligase CBL-C,Transferase,7,0
CHEMBL5725151,P11498,PC,"Pyruvate carboxylase, mitochondrial",Ligase,7,0
CHEMBL1950,P01008,SERPINC1,Antithrombin-III,Secreted protein,6,0
CHEMBL3159,P07478,PRSS2,Trypsin-2,Serine protease S1A subfamily,6,0
CHEMBL4861,Q6UW60,PCSK4,Proprotein convertase subtilisin/kexin type 4,Serine protease S8B subfamily,6,0
CHEMBL2064,Q9UBS5,GABBR1,Gamma-aminobutyric acid type B receptor subunit 1,GABA-B receptor,6,0
CHEMBL2438,P11678,EPX,Eosinophil peroxidase,Oxidoreductase,6,0
CHEMBL2433,P16519,PCSK2,Neuroendocrine convertase 2,Serine protease S8B subfamily,6,0
CHEMBL2511,O95363,FARS2,"Phenylalanine--tRNA ligase, mitochondrial",Ligase,6,0
CHEMBL3841,O95259,KCNH1,Voltage-gated delayed rectifier potassium channel KCNH1,Voltage-gated potassium channel,6,0
CHEMBL3172,Q12882,DPYD,Dihydropyrimidine dehydrogenase [NADP(+)],Oxidoreductase,6,0
CHEMBL4240,P22061,PCMT1,Protein-L-isoaspartate(D-aspartate) O-methyltransferase,Transferase,6,0
CHEMBL2867,P24347,MMP11,Stromelysin-3,Metallo protease M10A subfamily,6,0
CHEMBL3182,P29120,PCSK1,Neuroendocrine convertase 1,Serine protease S8B subfamily,6,0
CHEMBL2990,P08319,ADH4,All-trans-retinol dehydrogenase [NAD(+)] ADH4,Oxidoreductase,6,0
CHEMBL2761,Q9ULA0,DNPEP,Aspartyl aminopeptidase,Metallo protease M18 family,6,0
CHEMBL4340,P53602,MVD,Diphosphomevalonate decarboxylase,Lyase,6,0
CHEMBL2869,P23109,AMPD1,AMP deaminase 1,Hydrolase,6,0
CHEMBL3054,P47897,QARS1,Glutamine--tRNA ligase,Ligase,6,0
CHEMBL4499,P03905,MT-ND4,NADH-ubiquinone oxidoreductase chain 4,Oxidoreductase,6,0
CHEMBL5051,Q9Y5S1,TRPV2,Transient receptor potential cation channel subfamily V member 2,Transient receptor potential channel,6,0
CHEMBL5551,O00337,SLC28A1,Sodium/nucleoside cotransporter 1,SLC28 Na+-coupled nucleoside transport family,6,0
CHEMBL5721,P49915,GMPS,GMP synthase [glutamine-hydrolyzing],Ligase,6,0
CHEMBL5851,Q96P09,BIRC8,Baculoviral IAP repeat-containing protein 8,Unclassified protein,6,0
CHEMBL5789,Q00532,CDKL1,Cyclin-dependent kinase-like 1,CMGC protein kinase CDKL family,6,0
CHEMBL5995,Q99418,CYTH2,Cytohesin-2,Unclassified protein,6,0
CHEMBL5843,Q14376,GALE,UDP-glucose 4-epimerase,Isomerase,6,0
CHEMBL1075105,Q12974,PTP4A2,Protein tyrosine phosphatase type IVA 2,Tyrosine protein phosphatase,6,0
CHEMBL1250343,O15269,SPTLC1,Serine palmitoyltransferase 1,Transferase,6,0
CHEMBL1250380,Q16690,DUSP5,Dual specificity protein phosphatase 5,Serine/threonine/tyrosine protein phosphatase,6,0
CHEMBL1250381,Q16828,DUSP6,Dual specificity protein phosphatase 6,Serine/threonine/tyrosine protein phosphatase,6,0
CHEMBL1741216,Q9HBY0,NOX3,NADPH oxidase 3,Oxidoreductase,6,0
CHEMBL1743291,P50225,SULT1A1,Sulfotransferase 1A1,Transferase,6,0
CHEMBL1908384,Q9NRH2,SNRK,SNF-related serine/threonine-protein kinase,CAMK protein kinase group,6,0
CHEMBL2021754,Q9NR71,ASAH2,Neutral ceramidase,Hydrolase,6,0
CHEMBL2046258,O15440,ABCC5,ATP-binding cassette sub-family C member 5,ABCC subfamily,6,0
CHEMBL3091262,Q8N3A8,PARP8,Protein mono-ADP-ribosyltransferase PARP8,Transferase,6,0
CHEMBL3286075,P02776,PF4,Platelet factor 4,Secreted protein,6,0
CHEMBL3307223,Q15116,PDCD1,Programmed cell death protein 1,Surface antigen,6,0
CHEMBL3396943,P29372,MPG,DNA-3-methyladenine glycosylase,Hydrolase,6,0
CHEMBL3559704,Q9NYW0,TAS2R10,Taste receptor type 2 member 10,Taste receptor (taste family GPCR),6,0
CHEMBL3638346,P51608,MECP2,Methyl-CpG-binding protein 2,Methyl-CpG-binding domain,6,0
CHEMBL3707470,Q9UHF0,TAC3,Tachykinin-3,Secreted protein,6,0
CHEMBL3709670,P05141,SLC25A5,ADP/ATP translocase 2,SLC25 family of mitochondrial transporters,6,0
CHEMBL4105742,Q14839,CHD4,Chromodomain-helicase-DNA-binding protein 4,Hydrolase,6,0
CHEMBL4105749,Q16827,PTPRO,Receptor-type tyrosine-protein phosphatase O,Hydrolase,6,0
CHEMBL4105799,Q9HCX4,TRPC7,Short transient receptor potential channel 7,Transient receptor potential channel,6,0
CHEMBL4105924,Q14576,ELAVL3,ELAV-like protein 3,Unclassified protein,6,0
CHEMBL4105943,O95848,NUDT14,Uridine diphosphate glucose pyrophosphatase NUDT14,Hydrolase,6,0
CHEMBL4295662,O43148,RNMT,mRNA cap guanine-N(7) methyltransferase,Transferase,6,0
CHEMBL4295676,O75330,HMMR,Hyaluronan mediated motility receptor,Unclassified protein,6,0
CHEMBL4295717,P13667,PDIA4,Protein disulfide-isomerase A4,Isomerase,6,0
CHEMBL4295992,Q9Y5A9,YTHDF2,YTH domain-containing family protein 2,Unclassified protein,6,0
CHEMBL4523283,Q12834,CDC20,Cell division cycle protein 20 homolog,Unclassified protein,6,0
CHEMBL4523330,Q5VWQ8,DAB2IP,Disabled homolog 2-interacting protein,Unclassified protein,6,0
CHEMBL4523458,Q9H9Z2,LIN28A,Protein lin-28 homolog A,Unclassified protein,6,0
CHEMBL4739704,Q9H3H5,DPAGT1,UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase,Transferase,6,0
CHEMBL4879502,Q96NZ9,PRAP1,Proline-rich acidic protein 1,Unclassified protein,6,0
CHEMBL5169112,P07738,BPGM,Bisphosphoglycerate mutase,Isomerase,6,0
CHEMBL5169200,Q9NRX4,PHPT1,14 kDa phosphohistidine phosphatase,Hydrolase,6,0
CHEMBL5465277,O60568,PLOD3,Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3,Oxidoreductase,6,0
CHEMBL5465289,P35625,TIMP3,Metalloproteinase inhibitor 3,Unclassified protein,6,0
CHEMBL5465300,Q02809,PLOD1,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",Oxidoreductase,6,0
CHEMBL5724909,P30046,DDT,D-dopachrome decarboxylase,Lyase,6,0
CHEMBL6066244,O00451,GFRA2,GDNF family receptor alpha-2,Membrane receptor,6,0
CHEMBL6196091,Q16613,AANAT,Serotonin N-acetyltransferase,Transferase,6,0
CHEMBL6196124,Q9NZC2,TREM2,Triggering receptor expressed on myeloid cells 2,Unclassified protein,6,0
CHEMBL1969,P07101,TH,Tyrosine 3-monooxygenase,Oxidoreductase,5,0
CHEMBL2071,Q09428,ABCC8,ATP-binding cassette sub-family C member 8,ABCC subfamily,5,0
CHEMBL4872,P15382,KCNE1,Potassium voltage-gated channel subfamily E member 1,Slow voltage-gated potassium channel accessory protein family,5,0
CHEMBL2117,O43741,PRKAB2,5'-AMP-activated protein kinase subunit beta-2,Protein kinase regulatory subunit,5,0
CHEMBL2401,Q93084,ATP2A3,Sarcoplasmic/endoplasmic reticulum calcium ATPase 3,Calcium ATPase,5,0
CHEMBL4762,P08138,NGFR,Tumor necrosis factor receptor superfamily member 16,Membrane receptor,5,0
CHEMBL4806,Q14761,PTPRCAP,Protein tyrosine phosphatase receptor type C-associated protein,Receptor tyrosine-protein phosphatase,5,0
CHEMBL2240,Q9BWD1,ACAT2,"Acetyl-CoA acetyltransferase, cytosolic",Transferase,5,0
CHEMBL2824,P54136,RARS1,"Arginine--tRNA ligase, cytoplasmic",Ligase,5,0
CHEMBL3217,P15313,ATP6V1B1,"V-type proton ATPase subunit B, kidney isoform",V-type ATPase,5,0
CHEMBL3731,P15514,AREG,Amphiregulin,Secreted protein,5,0
CHEMBL4286,P21673,SAT1,Diamine acetyltransferase 1,Transferase,5,0
CHEMBL5030,O43184,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,Metallo protease M12B subfamily,5,0
CHEMBL4460,Q9GZT4,SRR,Serine racemase,Enzyme,5,0
CHEMBL5425,P07998,RNASE1,Ribonuclease pancreatic,Enzyme,5,0
CHEMBL5479,P14210,HGF,Hepatocyte growth factor,Secreted protein,5,0
CHEMBL5890,P0DPD6,ECE2,Endothelin-converting enzyme 2,Metallo protease M13 family,5,0
CHEMBL6122,Q9BZM1,PLA2G12A,Group XIIA secretory phospholipase A2,Hydrolase,5,0
CHEMBL6055,Q9BYP7,WNK3,Serine/threonine-protein kinase WNK3,Other protein kinase Wnk family,5,0
CHEMBL5639,Q9Y3S1,WNK2,Serine/threonine-protein kinase WNK2,Other protein kinase Wnk family,5,0
CHEMBL5992,Q02318,CYP27A1,"Sterol 26-hydroxylase, mitochondrial",Cytochrome P450 27A1,5,0
CHEMBL5885,Q9NZV8,KCND2,A-type voltage-gated potassium channel KCND2,Voltage-gated potassium channel,5,0
CHEMBL1250350,P13674,P4HA1,Prolyl 4-hydroxylase subunit alpha-1,Oxidoreductase,5,0
CHEMBL1293317,Q9NR56,MBNL1,Muscleblind-like protein 1,Unclassified protein,5,0
CHEMBL1795178,P01137,TGFB1,Transforming growth factor beta-1 proprotein,Secreted protein,5,0
CHEMBL1944496,P28072,PSMB6,Proteasome subunit beta type-6,Threonine protease T1A subfamily,5,0
CHEMBL2046260,Q6YP21,KYAT3,Kynurenine--oxoglutarate transaminase 3,Enzyme,5,0
CHEMBL2079852,O95932,TGM6,Protein-glutamine gamma-glutamyltransferase 6,Protein-glutamine glutamyl-transferase,5,0
CHEMBL2146308,Q15084,PDIA6,Protein disulfide-isomerase A6,Enzyme,5,0
CHEMBL2163184,Q9NRC8,SIRT7,NAD-dependent protein deacetylase sirtuin-7,HDAC class III,5,1
CHEMBL2176769,Q9NWM0,SMOX,Spermine oxidase,Oxidoreductase,5,0
CHEMBL2176839,O60602,TLR5,Toll-like receptor 5,Toll-like and Il-1 receptors,5,0
CHEMBL2189163,P99999,CYCS,Cytochrome c,Unclassified protein,5,0
CHEMBL2346493,Q9UP38,FZD1,Frizzled-1,Frizzled family G protein-coupled receptor,5,0
CHEMBL2396506,Q9BVJ7,DUSP23,Dual specificity protein phosphatase 23,Serine/threonine/tyrosine protein phosphatase,5,0
CHEMBL3351199,O15355,PPM1G,Protein phosphatase 1G,Serine/threonine protein phosphatase,5,0
CHEMBL3596077,Q11130,FUT7,"Alpha-(1,3)-fucosyltransferase 7",Transferase,5,0
CHEMBL4105707,Q709F0,ACAD11,Acyl-CoA dehydrogenase family member 11,Oxidoreductase,5,0
CHEMBL4105748,Q15067,ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,Oxidoreductase,5,0
CHEMBL4105817,O15254,ACOX3,Peroxisomal acyl-coenzyme A oxidase 3,Oxidoreductase,5,0
CHEMBL4105854,P12236,SLC25A6,ADP/ATP translocase 3,SLC25 family of mitochondrial transporters,5,0
CHEMBL4105891,Q9UHD8,SEPTIN9,Septin-9,Unclassified protein,5,0
CHEMBL4105911,P61077,UBE2D3,Ubiquitin-conjugating enzyme E2 D3,Transferase,5,0
CHEMBL4105967,Q99972,MYOC,Myocilin,Unclassified protein,5,0
CHEMBL4295645,O00170,AIP,AH receptor-interacting protein,Unclassified protein,5,0
CHEMBL4295730,P23471,PTPRZ1,Receptor-type tyrosine-protein phosphatase zeta,Hydrolase,5,0
CHEMBL4295974,Q9UGC6,RGS17,Regulator of G-protein signaling 17,Unclassified protein,5,0
CHEMBL4523216,P31948,STIP1,Stress-induced-phosphoprotein 1,Unclassified protein,5,0
CHEMBL4523441,Q9BU89,DOHH,Deoxyhypusine hydroxylase,Oxidoreductase,5,0
CHEMBL4523478,Q9P296,C5AR2,C5a anaphylatoxin chemotactic receptor 2,Anaphylatoxin receptor,5,0
CHEMBL4523487,Q9UH17,APOBEC3B,DNA dC->dU-editing enzyme APOBEC-3B,Hydrolase,5,0
CHEMBL4630881,P18627,LAG3,Lymphocyte activation gene 3 protein,Unclassified protein,5,0
CHEMBL4739693,Q6UVM3,KCNT2,Potassium channel subfamily T member 2,Unclassified protein,5,0
CHEMBL4802064,O14986,PIP5K1B,Phosphatidylinositol 4-phosphate 5-kinase type-1 beta,Transferase,5,0
CHEMBL5169127,P27482,CALML3,Calmodulin-like protein 3,Unclassified protein,5,0
